goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsOcnceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Position
2,1,1,86,44.56,15,37.5,38,67.86,37,2,81.44,101,43.35,2094,11,13,42,31,0,0,0,0,0,3,0,0,0,0,351,4,790,40,23,21.1,43,51.81,23,27,34,3,33,8,8,6.06,0,0,,0,1,1,Aaron Mooy,Brighton & Hove Albion,104813,30,MF
0,6,0,103,54.5,13,44.83,24,55.81,31,1,88.37,116,53.21,1756,49,17,21,24,0,0,0,0,0,4,0,0,0,0,291,1,1018,12,1,16.67,70,76.92,29,34,29,1,11,5,5,0,1,0,,0,2,0,Mattéo Guendouzi,Arsenal,852404,42,MF
2,5,0,25,37.31,6,37.5,0,0,19,2,80.27,31,37.35,1090,6,9,14,20,0,0,0,0,0,2,0,0,0,0,200,3,541,25,11,15.28,30,53.57,12,14,17,0,26,9,11,7.69,0,2,,0,0,1,Christian Eriksen,Tottenham Hotspur,105734,33,MF
1,5,0,129,56.09,96,50,31,70.45,44,1,79.4,225,53.32,2964,58,24,38,37,0,0,0,0,0,7,0,0,0,0,320,5,1334,24,11,20.75,81,48.8,38,64,28,0,30,10,7,3.33,2,1,,1,1,0,Kenny McLean,Norwich City,75756,263,MF
0,6,0,150,46.15,45,37.5,29,65.91,88,3,78.5,195,43.82,3104,35,57,39,37,0,0,0,0,0,4,0,0,0,0,354,3,1121,35,7,15.91,62,44.93,60,47,69,2,28,6,8,0,0,4,,0,0,1,James McArthur,Crystal Palace,39282,7,MF
4,3,0,191,51.34,59,42.45,72,66.06,57,4,73.48,250,48.92,2271,63,30,74,35,0,0,0,0,0,3,0,0,0,0,234,6,568,35,3,14.29,12,37.5,15,25,42,6,56,14,21,7.14,0,5,,0,0,0,Lucas Moura,Tottenham Hotspur,149710,33,MF
1,1,0,63,58.88,20,40.82,6,100,53,1,70.66,83,53.21,1564,4,16,10,21,0,0,0,0,0,1,0,0,0,0,108,0,419,12,15,20.83,29,26.36,22,45,18,1,10,5,3,10,0,0,,0,0,0,Cédric Soares,Arsenal,44760,42,MF
3,2,0,28,45.16,7,46.67,8,44.44,10,1,86.07,35,45.45,702,10,7,10,14,0,0,0,0,0,1,0,0,0,0,76,1,210,13,4,40,0,0,1,5,8,0,9,4,3,33.33,0,0,,0,0,0,Steven Bergwijn,Tottenham Hotspur,361798,33,MF
1,7,0,90,60,11,34.38,17,73.91,31,1,87.82,101,55.49,1526,43,24,9,29,0,0,0,0,0,3,0,0,0,0,140,0,793,14,3,25,34,56.67,34,22,23,1,21,6,4,4.76,0,0,,0,0,0,Lucas Torreira,Arsenal,754794,42,MF
1,0,0,7,43.75,2,40,3,75,4,0,86.99,9,42.86,136,0,3,4,6,0,0,0,0,0,0,0,0,0,0,39,0,107,0,0,0,3,60,2,0,1,0,6,2,1,16.67,0,0,,0,0,0,Curtis Jones,Liverpool,927353,44,MF
8,2,0,96,46.6,19,32.2,29,43.94,34,4,76.3,115,43.4,1851,33,12,41,25,0,0,0,0,0,3,0,0,0,0,221,6,618,23,0,0,17,37.78,17,14,24,7,42,19,7,19.05,0,6,,0,2,0,Dele Alli,Tottenham Hotspur,198028,33,MF
1,11,1,116,55.5,57,52.78,26,70.27,54,2,78.68,173,54.57,2709,37,42,18,33,0,0,0,0,0,8,0,0,0,0,248,2,1100,12,0,0,96,51.61,57,51,26,0,30,2,9,3.33,1,1,,0,1,0,Jefferson Lerma,Bournemouth,355796,60,MF
3,1,0,25,51.02,8,50,11,61.11,10,0,76.63,33,50.77,717,4,5,8,15,0,0,0,0,0,5,0,0,0,0,84,0,200,12,7,18.92,4,30.77,4,5,5,0,18,7,7,16.67,1,1,,0,0,0,Junior Stanislas,Bournemouth,44823,60,MF
4,1,0,61,45.19,14,32.56,29,59.18,18,1,83.17,75,42.13,1492,14,17,23,30,0,0,0,0,0,0,0,0,0,0,233,0,583,17,7,15.22,42,64.62,22,8,16,0,40,10,18,10,1,2,,0,0,0,Alex Oxlade-Chamberlain,Liverpool,10577,44,MF
1,9,0,145,51.97,25,43.86,24,72.73,75,1,78.33,170,50.6,2267,46,53,32,30,0,0,0,0,0,4,0,0,0,0,234,2,658,26,20,28.99,11,28.21,37,26,42,1,27,3,10,3.7,0,1,,0,0,1,Will Hughes,Watford,193554,24,MF
4,9,0,119,44.4,55,49.11,40,59.7,64,2,78.37,174,45.79,3167,15,51,31,37,0,0,0,0,0,7,0,0,0,0,422,6,1315,38,5,17.24,41,48.24,31,31,41,4,61,12,20,6.56,1,6,,0,0,0,Abdoulaye Doucouré,Watford,96535,24,MF
6,4,0,50,44.25,64,42.11,6,42.86,10,0,54.58,114,43.02,1361,40,35,19,19,0,0,0,0,0,4,0,0,0,0,56,0,137,5,0,0,3,13.64,6,8,6,7,40,12,8,15,0,13,,0,0,0,Ashley Barnes,Burnley,27028,6,MF
0,0,0,16,61.54,3,15,0,0,10,2,83.98,19,41.3,393,6,2,2,9,0,0,0,0,0,0,0,0,0,0,58,0,173,3,1,20,12,75,1,1,5,0,6,0,2,0,1,0,,0,0,0,Will Smallbone,Southampton,970435,45,MF
0,0,0,0,0,0,0,0,0,0,0,84.62,0,0,19,0,1,0,2,0,0,0,0,0,1,0,0,0,0,7,0,11,2,0,0,2,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,Angel Gomes,Manchester United,867441,35,MF
0,2,0,28,60.87,20,52.63,7,87.5,14,0,82.48,48,57.14,806,9,6,4,10,0,0,0,0,0,2,0,0,0,0,69,0,273,3,0,0,10,35.71,14,17,8,1,6,0,2,0,0,0,,0,0,0,Josh Brownhill,Burnley,358394,6,MF
2,3,0,80,43.24,6,25,30,68.18,24,1,83.73,86,41.15,1211,26,30,42,25,0,0,0,0,0,0,0,0,0,0,186,0,453,19,7,14.29,17,80.95,8,9,19,1,29,10,10,6.9,0,1,,0,0,1,Erik Lamela,Tottenham Hotspur,122702,33,MF
0,9,0,78,48.75,14,63.64,15,71.43,40,0,90.26,92,50.55,2233,23,24,15,31,0,0,0,0,0,3,0,0,0,0,320,1,1529,18,6,21.43,78,61.42,36,30,37,0,14,2,4,0,0,0,,0,1,0,Harry Winks,Tottenham Hotspur,545780,33,MF
1,0,0,13,37.14,7,33.33,5,83.33,4,1,73.75,20,35.71,622,4,9,5,12,0,0,0,0,0,2,0,0,0,0,58,1,118,13,16,45.71,8,30.77,7,6,7,1,10,2,2,10,1,1,,0,0,0,Jóhann Guðmundsson,Burnley,49805,6,MF
4,5,0,91,52.3,96,53.33,16,76.19,68,0,83.3,187,52.82,2801,9,31,11,38,0,0,0,0,0,2,0,0,0,0,118,1,1102,9,3,37.5,66,66.67,38,61,39,1,20,5,5,20,0,0,,1,1,0,Leander Dendoncker,Wolverhampton,190405,3,MF
4,3,0,66,41.25,31,35.23,29,55.77,20,4,72.44,97,39.11,2072,17,20,35,34,0,0,0,0,0,8,0,0,0,0,168,4,347,30,26,24.3,15,44.12,13,12,18,7,52,20,11,7.69,2,12,,0,1,0,Anwar El Ghazi,Aston Villa,362470,40,MF
1,4,0,95,50.8,17,51.52,32,66.67,49,0,84.98,112,50.91,1265,15,31,25,22,0,0,0,0,0,2,0,0,0,0,129,0,526,4,1,16.67,35,58.33,21,21,23,0,16,7,2,6.25,1,0,,0,0,0,Yves Bissouma,Brighton & Hove Albion,844842,30,MF
3,8,0,117,48.15,30,45.45,35,77.78,46,2,82.62,147,47.57,2608,36,51,22,36,0,0,0,0,0,9,0,0,0,0,230,3,998,17,6,25,92,59.74,36,47,46,2,38,12,16,7.89,0,0,,1,0,0,Douglas Luiz,Aston Villa,867887,40,MF
0,1,0,86,56.58,9,36,35,74.47,33,0,83.91,95,53.67,1191,18,17,28,19,0,0,0,0,0,0,0,0,0,0,152,0,506,14,3,37.5,13,54.17,14,11,10,1,13,3,6,0,0,3,,0,0,0,Steven Alzate,Brighton & Hove Albion,871822,30,MF
0,6,0,128,51,8,26.67,32,62.75,51,2,84.97,136,48.4,1506,45,28,31,28,0,0,0,0,0,3,0,0,0,0,282,1,820,29,12,21.05,42,66.67,9,17,47,1,18,3,6,0,0,0,,0,0,0,Giovani Lo Celso,Tottenham Hotspur,798835,33,MF
0,2,0,17,60.71,5,62.5,7,100,8,0,79.25,22,61.11,251,2,6,2,9,0,0,0,0,0,0,0,0,0,0,28,0,84,1,0,0,6,60,1,6,3,0,4,2,0,0,0,0,,0,0,0,Muhamed Bešić,Sheffield United,124960,15,MF
0,9,0,107,57.53,15,44.12,7,70,82,0,77.78,122,55.45,1697,18,31,11,33,0,0,0,0,0,4,0,0,0,0,147,1,609,18,11,31.43,53,42.74,24,10,36,0,12,3,3,0,0,0,,0,0,1,James McCarthy,Crystal Palace,39283,7,MF
4,0,0,111,50.92,30,37.04,41,55.41,38,0,90.83,141,47.16,2948,32,15,30,37,0,0,0,0,0,2,0,0,0,0,424,0,1476,18,1,20,41,78.85,17,33,30,2,36,15,5,11.11,0,1,,0,3,0,Georginio Wijnaldum,Liverpool,22126,44,MF
2,1,0,32,43.24,2,20,10,40,12,3,87.29,34,40.48,611,10,2,19,21,0,0,0,0,0,1,0,0,0,0,125,4,254,17,8,25.81,10,66.67,5,3,6,1,23,8,7,8.7,0,3,,0,0,1,Demarai Gray,Leicester City,355152,31,MF
0,2,0,52,45.61,15,42.86,16,57.14,25,1,77.64,67,44.97,1144,11,10,30,19,0,0,0,0,0,2,0,0,0,0,151,1,382,13,13,19.4,25,49.02,20,10,10,1,21,8,6,0,0,2,,0,2,0,Solly March,Brighton & Hove Albion,301288,30,MF
0,1,0,22,45.83,2,25,5,41.67,7,2,87.08,24,42.86,769,10,7,8,19,0,0,0,0,0,0,0,0,0,0,205,3,445,18,7,30.43,21,70,0,1,5,1,10,2,2,0,0,4,,0,0,0,Juan Mata,Manchester United,28367,35,MF
1,0,0,61,47.29,8,40,32,61.54,25,0,79.71,69,46.31,1601,4,12,17,25,0,0,0,0,0,6,0,0,0,0,199,2,444,24,12,25,28,57.14,14,10,21,3,23,10,5,4.35,2,0,,1,0,0,Alex Iwobi,Everton,352770,48,MF
4,5,0,164,53.59,10,26.32,46,49.46,60,2,80.22,174,50.58,3033,59,30,35,36,0,0,0,0,0,7,0,0,0,0,258,3,665,30,7,17.07,20,47.62,31,16,33,9,56,17,19,7.14,1,24,,0,0,0,Miguel Almirón,Newcastle United,333373,39,MF
1,4,0,110,54.19,91,56.52,17,54.84,67,1,73.91,201,55.22,2547,28,33,25,35,0,0,0,0,0,4,0,0,0,0,131,1,629,10,2,11.76,23,36.51,43,55,22,1,24,4,4,4.17,0,2,,0,1,0,Cheikhou Kouyaté,Crystal Palace,45944,7,MF
0,2,0,49,46.67,3,30,14,42.42,24,3,75.18,52,45.22,864,11,7,9,20,0,0,0,0,0,0,0,0,0,0,136,5,306,20,11,15.94,23,50,10,7,21,0,10,2,3,0,1,1,,0,0,0,Marc Albrighton,Leicester City,47737,31,MF
3,4,0,102,47.44,8,23.53,27,43.55,21,6,78.65,110,44.18,2300,55,14,29,33,0,0,0,0,0,4,0,0,0,0,267,6,549,26,15,15.63,13,44.83,7,6,37,2,42,20,10,7.14,0,2,,0,0,0,Daniel James,Manchester United,828639,35,MF
1,4,1,103,54.21,49,59.04,27,62.79,55,2,79.03,152,55.68,2226,21,25,17,29,0,0,0,0,0,4,0,0,0,0,112,5,633,15,7,18.42,18,37.5,38,33,30,1,18,3,8,5.56,0,2,,0,0,0,Isaac Hayden,Newcastle United,190843,39,MF
1,4,0,128,50.79,28,56,46,71.88,64,2,84.19,156,51.66,2829,18,31,24,35,0,0,0,0,0,7,0,0,0,0,382,4,1502,29,5,12.82,70,60.34,38,33,51,2,29,8,10,3.45,0,0,,2,2,0,Davy Pröpper,Brighton & Hove Albion,70900,30,MF
0,1,0,33,50.77,5,55.56,7,77.78,16,0,87.39,38,51.35,684,10,8,7,9,0,0,0,0,0,3,0,0,0,0,125,0,492,7,1,20,19,52.78,9,8,16,0,8,0,2,0,2,0,,0,1,0,Mo Leitner,Norwich City,2022918,263,MF
5,4,0,81,44.51,14,31.82,30,56.6,32,3,77.03,95,42.04,1739,20,25,25,30,0,0,0,0,0,3,0,0,0,0,165,2,446,18,5,21.74,12,44.44,11,22,29,1,46,20,11,10.87,0,4,,0,1,0,Stuart Armstrong,Southampton,117083,45,MF
0,5,0,84,48,42,51.85,13,81.25,55,0,80.67,126,49.22,1863,16,39,4,30,0,0,0,0,0,3,0,0,0,0,178,4,868,19,3,50,46,44.23,34,30,48,0,8,0,5,0,0,1,,0,0,0,Oriol Romeu,Southampton,69416,45,MF
0,1,0,43,54.43,19,57.58,5,55.56,30,1,73.7,62,55.36,938,8,7,10,22,0,0,0,0,0,2,0,0,0,0,60,4,255,9,4,19.05,10,33.33,18,18,15,0,9,0,3,0,0,0,,0,0,0,Nathaniel Chalobah,Watford,98450,24,MF
0,4,1,35,48.61,17,60.71,3,100,31,0,86.1,52,52,1004,2,18,4,15,0,0,0,0,0,3,0,0,0,0,96,0,483,4,1,12.5,54,65.85,21,19,16,0,6,0,1,0,0,0,,0,1,0,Morgan Schneiderlin,Everton,27009,48,MF
1,5,0,44,42.31,36,55.38,15,75,23,1,88.09,80,47.34,2355,7,21,8,30,0,0,0,0,0,4,0,0,0,0,141,1,1139,5,1,25,47,50,43,67,28,0,23,4,10,4.35,2,0,,0,1,0,Alexander Tettey,Norwich City,512,263,MF
3,2,0,72,42.11,1,7.14,30,60,32,2,77.04,73,39.46,1285,10,19,29,27,0,0,0,0,0,2,0,0,0,0,181,3,416,24,6,16.67,15,55.56,16,7,31,1,12,5,5,25,1,0,,0,0,0,Bernard,Everton,241488,48,MF
0,1,0,73,52.14,6,28.57,33,68.75,14,2,86.9,79,49.07,1384,26,6,16,24,0,0,0,0,0,4,0,0,0,0,227,2,657,31,15,34.88,25,71.43,10,3,32,3,23,7,8,0,0,4,,0,0,0,Manuel Lanzini,West Ham United,220315,37,MF
1,1,0,21,42,12,57.14,6,60,11,2,63.58,33,46.48,475,4,8,11,17,0,0,0,0,0,2,0,0,0,0,38,1,96,9,1,7.14,4,33.33,5,7,7,0,12,1,5,8.33,1,1,,0,0,0,Robbie Brady,Burnley,267621,6,MF
2,7,0,108,42.02,176,42.51,41,51.25,34,2,76.71,284,42.32,2699,40,32,60,38,0,0,0,0,0,7,0,0,0,0,203,3,629,30,2,33.33,12,66.67,11,30,23,8,50,15,12,4,1,20,,0,0,0,Joelinton,Newcastle United,560128,39,MF
3,3,0,57,45.6,6,19.35,32,52.46,9,3,83.38,63,40.38,949,16,14,18,29,0,0,0,0,0,1,0,0,0,0,97,5,291,14,10,20.83,9,75,6,3,11,3,17,6,5,17.65,0,4,,0,0,0,Pedro Neto,Wolverhampton,879349,3,MF
6,2,1,99,44.8,29,39.73,30,46.88,38,1,75,128,43.54,1950,32,35,20,34,0,0,0,0,0,6,0,0,0,0,139,0,273,21,11,16.42,9,39.13,25,14,35,3,50,17,22,12,2,6,,0,0,0,Mahmoud Trézéguet,Aston Villa,295361,40,MF
0,0,0,1,50,0,0,0,0,0,0,100,1,50,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,0,0,0,Tommy Doyle,Manchester City,932628,17,MF
0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Bruno Jordão,Wolverhampton,845791,3,MF
0,0,0,3,60,0,0,0,0,2,0,79.31,3,60,90,1,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,46,1,0,0,3,42.86,0,1,0,0,1,0,0,0,0,0,,0,0,0,Jake Vokins,Southampton,879898,45,MF
0,0,0,1,50,0,0,1,50,0,0,90.91,1,50,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,Harvey Elliott,Liverpool,955245,44,MF
0,0,0,6,100,0,0,4,100,0,0,66.67,6,100,24,2,1,0,3,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,1,33.33,0,0,0,0,0,0,0,0,0,0,,0,0,0,Patrick Roberts,Norwich City,361326,263,MF
0,0,0,6,54.55,2,100,2,100,1,0,89.39,8,61.54,136,3,1,2,3,0,0,0,0,0,0,0,0,0,0,14,0,59,2,4,80,3,75,3,2,2,0,0,0,0,0,0,0,,0,0,0,Sung-Yueng Ki,Newcastle United,38642,39,MF
0,0,0,2,33.33,4,66.67,1,33.33,0,0,79.75,6,50,131,1,2,0,7,0,0,0,0,0,1,0,0,0,0,19,0,63,3,0,0,2,33.33,2,0,0,0,2,0,0,0,0,0,,0,0,0,Morgan Gibbs-White,Wolverhampton,865912,3,MF
0,3,1,54,56.25,15,62.5,21,80.77,26,0,86.56,69,57.5,1190,7,18,6,16,0,0,0,0,0,2,0,0,0,0,143,0,676,7,5,62.5,58,56.86,15,16,13,0,3,0,3,0,0,0,,1,0,0,Fabian Delph,Everton,24048,48,MF
1,2,0,45,47.87,9,42.86,7,63.64,28,0,83.26,54,46.96,972,10,16,3,18,0,0,0,0,0,2,0,0,0,0,131,0,358,15,6,20.69,16,45.71,10,15,27,2,17,5,7,5.88,0,0,,0,0,0,Tom Cleverley,Watford,46432,24,MF
2,3,0,77,42.31,10,17.24,15,45.45,46,5,78.77,87,36.25,2190,16,18,26,36,0,0,0,0,0,2,0,0,0,0,252,4,664,19,10,16.39,40,59.7,25,8,45,2,36,11,9,5.56,0,7,,0,0,0,Pablo Fornals,West Ham United,816763,37,MF
0,2,0,36,46.75,14,51.85,8,80,23,0,85.71,50,48.08,755,5,19,2,12,0,0,0,0,0,2,0,0,0,0,46,0,348,8,0,0,25,71.43,19,9,18,0,4,0,2,0,0,0,,1,0,0,Nabil Bentaleb,Newcastle United,368120,39,MF
2,8,0,95,44.6,26,50,40,59.7,39,1,87.48,121,45.66,2455,16,44,21,29,0,0,0,0,0,3,0,0,0,0,264,1,1090,16,2,8.7,36,63.16,27,35,28,3,15,4,3,13.33,1,2,,0,2,0,Moussa Sissoko,Tottenham Hotspur,27014,33,MF
0,0,0,7,46.67,2,40,4,100,0,1,90.15,9,45,210,3,2,4,7,0,0,0,0,0,0,0,0,0,0,39,1,119,1,0,0,5,83.33,2,2,2,1,4,0,0,0,0,0,,0,0,0,Ruben Loftus-Cheek,Chelsea,284441,38,MF
4,5,0,325,49.17,11,30.56,163,61.05,43,3,81.08,336,48.21,3280,120,48,148,38,0,0,0,0,0,2,0,0,0,0,386,4,887,37,19,27.94,27,62.79,18,2,37,5,61,17,22,6.56,1,16,,0,0,1,Wilfried Zaha,Crystal Palace,111850,7,MF
0,5,0,92,53.18,23,44.23,14,73.68,55,0,84.27,115,51.11,1835,24,26,10,29,0,0,0,0,0,4,0,0,0,0,122,0,659,12,0,0,24,42.11,39,32,43,0,7,1,0,0,0,0,,1,2,0,Marvelous Nakamba,Aston Villa,556904,40,MF
2,1,0,47,44.76,7,30.43,17,53.13,13,3,68.93,54,42.19,1297,17,9,22,25,0,0,0,0,0,4,0,0,0,0,118,7,244,19,11,26.19,3,20,8,1,12,5,31,10,12,6.45,1,10,,0,0,0,Theo Walcott,Everton,10501,48,MF
1,1,0,36,43.9,0,0,17,53.13,11,0,85.51,36,41.38,647,8,8,13,17,0,0,0,0,0,0,0,0,0,0,66,0,177,9,8,33.33,11,78.57,3,2,10,0,11,4,5,9.09,0,4,,0,0,0,Reiss Nelson,Arsenal,826139,42,MF
0,0,0,25,49.02,6,40,4,50,15,0,71,31,46.97,601,6,9,0,13,0,0,0,0,0,0,0,0,0,0,74,1,164,9,3,18.75,8,25.81,6,6,13,0,3,1,1,0,0,1,,0,0,2,Ben Osborn,Sheffield United,282665,15,MF
1,3,0,60,35.71,10,22.73,20,60.61,24,3,78.38,70,33.02,1488,16,27,41,25,0,0,0,0,0,3,0,0,0,0,243,6,551,32,10,15.38,30,51.72,7,5,29,1,37,14,9,2.7,0,3,,0,0,0,Andreas Pereira,Manchester United,285949,35,MF
6,6,0,162,51.1,20,33.9,49,62.82,51,2,81.88,182,48.4,2519,67,33,48,37,0,0,0,0,0,6,0,0,0,0,314,1,872,35,1,4.17,30,44.78,18,28,47,3,42,16,13,14.29,0,3,,1,0,0,Todd Cantwell,Norwich City,907070,263,MF
1,2,0,57,45.97,6,31.58,12,48,33,2,85.03,63,44.06,1132,13,18,17,27,0,0,0,0,0,0,0,0,0,0,137,3,443,9,2,9.52,21,56.76,17,12,20,0,16,3,8,6.25,1,1,,0,0,0,Dennis Praet,Leicester City,135647,31,MF
0,0,0,5,71.43,0,0,1,50,2,0,82.35,5,71.43,48,2,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,14,0,1,33.33,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,Jordon Ibe,Bournemouth,185955,60,MF
0,1,0,22,55,16,55.17,2,100,18,0,86.99,38,55.07,762,2,8,3,11,0,0,0,0,0,4,0,0,0,0,14,0,321,1,1,100,15,48.39,16,55,8,1,6,1,0,0,0,0,,0,1,0,Ibrahim Amadou,Norwich City,257421,263,MF
1,0,0,6,37.5,3,42.86,2,50,1,0,83.51,9,39.13,196,3,1,6,7,0,0,0,0,0,0,0,0,0,0,29,0,81,3,3,50,8,80,0,0,1,0,4,1,2,25,0,1,,0,0,0,Xherdan Shaqiri,Liverpool,65953,44,MF
1,8,0,99,51.03,35,48.61,21,70,38,0,77.47,134,50.38,2038,40,30,20,30,0,0,0,0,0,5,0,0,0,0,176,1,681,7,3,37.5,49,53.85,35,26,38,2,17,5,6,5.88,1,1,,0,0,0,Tom Davies,Everton,795058,48,MF
0,2,0,55,41.67,24,61.54,6,85.71,39,0,92.03,79,46.2,1136,11,26,7,16,0,0,0,0,0,2,0,0,0,0,65,0,566,3,0,0,27,75,16,32,44,0,11,2,3,0,0,2,,0,0,0,Tom Trybull,Norwich City,129916,263,MF
1,2,0,59,54.63,8,36.36,21,65.63,25,1,82.8,67,51.54,863,13,10,18,29,0,0,0,0,0,1,0,0,0,0,102,1,284,13,2,22.22,13,59.09,4,9,13,2,15,5,3,6.67,0,0,,0,2,1,Joe Willock,Arsenal,888550,42,MF
1,2,1,68,48.57,17,44.74,7,38.89,35,1,79.24,85,47.75,1384,26,17,16,23,0,0,0,0,0,5,0,0,0,0,84,2,500,15,8,24.24,34,44.16,19,20,30,0,25,7,7,4,0,0,,1,1,0,Sean Longstaff,Newcastle United,866191,39,MF
1,1,0,29,50.88,4,22.22,2,40,19,1,85.71,33,44,389,8,7,5,15,0,0,0,0,0,1,0,0,0,0,76,1,228,4,0,0,4,50,5,2,15,0,5,1,2,20,1,1,,0,0,0,Adam Lallana,Liverpool,17054,44,MF
0,0,0,14,45.16,3,37.5,2,50,9,0,75.51,17,43.59,352,4,4,7,9,0,0,0,0,0,2,0,0,0,0,28,0,74,5,3,13.04,2,33.33,1,1,4,1,7,1,3,0,0,1,,0,0,0,Alexis Mac Allister,Brighton & Hove Albion,895324,30,MF
1,3,0,28,51.85,8,38.1,1,16.67,18,0,74.39,36,48,936,9,8,5,16,0,0,0,0,0,2,0,0,0,0,51,0,183,7,6,21.43,13,39.39,10,16,8,0,1,1,0,100,0,2,,0,0,0,DeAndre Yedlin,Newcastle United,314040,39,MF
0,0,0,24,58.54,3,37.5,8,72.73,14,0,75.68,27,55.1,784,2,3,7,17,0,0,0,0,0,2,0,0,0,0,81,0,249,2,1,16.67,16,42.11,17,19,4,0,3,0,2,0,0,0,,0,1,0,Jaïro Riedewald,Crystal Palace,285989,7,MF
2,1,0,11,31.43,6,54.55,3,75,3,0,80.39,17,36.96,584,6,6,7,9,0,0,0,0,0,1,0,0,0,0,27,1,205,3,1,50,10,45.45,5,3,11,0,4,2,1,50,1,0,,0,0,0,Matthew Longstaff,Newcastle United,988963,39,MF
1,2,1,27,38.03,12,54.55,3,30,17,1,86.09,39,41.94,910,7,12,5,20,0,0,0,0,0,1,0,0,0,0,81,0,427,4,0,0,19,55.88,24,12,22,0,7,2,3,14.29,0,0,,0,0,0,Hamza Choudhury,Leicester City,833057,31,MF
0,0,0,0,0,0,0,0,0,0,0,85.71,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,,0,0,0,Leroy Sané,Manchester City,293519,17,MF
0,0,0,2,50,0,0,1,50,0,0,100,2,50,19,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,Faustino Anjorin,Chelsea,907667,38,MF
0,1,0,2,66.67,1,100,1,100,0,0,89.47,3,75,24,1,1,0,2,0,0,0,0,0,1,0,0,0,0,3,0,17,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,Victor Wanyama,Tottenham Hotspur,45956,33,MF
0,0,0,8,50,3,60,2,66.67,4,0,71.43,11,52.38,135,2,2,4,2,0,0,0,0,0,0,0,0,0,0,13,0,50,0,0,0,2,22.22,1,4,1,0,0,0,0,0,0,0,,0,0,0,Jean-Philippe Gbamin,Everton,326343,48,MF
0,0,0,3,33.33,3,75,0,0,3,0,74.51,6,46.15,66,0,1,2,4,0,0,0,0,0,0,0,0,0,0,13,0,38,0,0,0,1,25,2,1,1,1,1,0,0,0,0,0,,0,0,0,Diogo Dalot,Manchester United,843200,35,MF
3,4,0,73,42.69,5,18.52,20,37.74,20,0,85.15,78,39.39,1658,33,21,27,28,0,0,0,0,0,2,0,0,0,0,188,1,522,20,6,18.75,12,54.55,14,5,19,2,21,9,8,14.29,0,5,,0,1,0,Roberto Pereyra,Watford,122701,24,MF
1,3,0,45,54.88,8,47.06,5,62.5,27,0,78.32,53,53.54,640,13,13,10,20,0,0,0,0,0,2,0,0,0,0,101,1,354,7,0,0,16,32.65,10,3,11,2,14,3,5,7.14,0,1,,1,1,0,Mario Vrančić,Norwich City,15823,263,MF
0,0,0,12,34.29,1,33.33,7,87.5,3,1,78.49,13,34.21,344,2,6,13,10,0,0,0,0,0,2,0,0,0,0,37,1,73,4,0,0,6,54.55,3,5,3,0,6,1,4,0,0,0,,0,0,0,Jota Peleteiro,Aston Villa,146518,40,MF
0,0,0,2,33.33,0,0,1,50,0,0,64.29,2,25,40,1,2,1,3,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,Tahith Chong,Manchester United,825845,35,MF
0,2,0,24,55.81,9,37.5,2,100,16,0,78.76,33,49.25,1089,6,8,2,14,0,0,0,0,0,7,0,0,0,0,79,1,330,5,1,11.11,15,35.71,20,27,9,0,3,0,1,0,0,0,,0,0,0,Neil Taylor,Aston Villa,30243,40,MF
